"Esd";"GKY_S";"GKX_S"
1674;453737;93831
1675;455124;95780
1676;452505;97667
1677;451264;96270
1678;520451;74027
1679;521655;70838
1680;520502;74098
1681;525163;87208
1682;525241;87099
1683;524549;89255
1684;526417;87878
1685;443479;120269
1686;460848;123311
1687;464159;125734
1688;460407;120533
1689;460844;121384
1690;459544;124457
1691;461193;124194
1692;461406;124445
1693;462249;119743
1694;462542;124135
1695;462888;122563
1696;459185;126698
1697;462345;125980
1698;463187;120828
1699;464143;128174
1700;540873;82196
1701;544400;83185
1702;537423;81283
1703;450715;71911
1704;450764;72960
1705;449185;71346
1706;450667;70434
1707;452361;74092
1708;453676;70535
1709;456772;73818
1710;546959;83243
1711;546765;82476
1712;544609;82612
1713;545495;81365
1714;543503;80925
1715;547480;81783
1716;497673;91681
1717;497123;92090
1718;498231;92660
1719;499117;89727
1720;496103;115093
1721;497209;115661
1722;500879;116043
1723;496485;113191
1724;483142;116521
1725;480955;117743
1726;508408;58710
1727;508750;57880
1728;442548;105058
1729;515412;47346
1730;511427;46089
1731;511049;46797
1732;512178;49002
1733;511696;50032
1734;511219;50950
1735;513293;50080
1736;512859;51284
1737;513190;51969
1738;518933;46336
1739;516310;47635
1740;516636;44254
1741;514144;48582
1742;515388;47206
1743;511504;49470
1744;526302;118834
1745;525842;118738
1746;425952;115482
1747;471670;111652
1748;475013;111487
1749;474058;111903
1750;504917;107556
1751;505976;104842
1752;507261;104951
1753;502638;106938
1754;440186;129574
1755;441160;129866
1756;476709;78382
1757;473411;79565
1758;477143;79794
1759;481176;80766
1760;477129;78060
1761;478134;74789
1762;477151;76007
1763;475961;77316
1764;496648;83868
1765;499349;79812
1766;495301;83900
1767;500059;81614
1768;501932;81094
1769;502220;80922
1770;497491;80434
1771;454791;100923
1772;449613;98332
1773;454589;102963
1774;453068;103374
1775;456197;99562
1776;472698;104999
1777;470077;104955
1778;472692;105479
1779;502103;98432
1780;500099;100641
1781;503795;99725
1782;506085;98558
1783;498285;98611
1784;481106;62587
1785;480800;63254
1786;481364;60783
1787;440579;86119
1788;440287;86289
1789;468683;110305
1790;419156;147576
1791;419593;146726
1792;473270;54591
1793;471681;52610
1794;474761;50978
1795;524462;114701
1796;513274;41246
1797;516539;39265
1798;515985;41591
1799;514344;43479
1800;512343;43933
1801;512043;43675
1802;511189;43261
1803;513155;40404
1804;435912;123657
1805;446379;128630
1806;491238;37023
1807;491425;37295
1808;493365;40444
1809;492236;37953
1810;493228;37680
1811;492820;38624
1812;465826;85635
1813;468808;67664
1814;438679;85576
1815;438248;85069
1816;438588;85622
1817;450021;130745
1818;450585;131568
1819;428691;137741
1820;429565;138043
1821;476667;124091
1822;428730;138231
1823;480535;51956
1824;473829;123783
1825;475833;124551
1826;510122;147489
1827;455867;68285
1828;456273;67436
1829;455179;71810
1830;481279;56344
1831;474005;90148
1832;476054;89539
1833;474937;92604
1834;473708;87523
1835;489908;71215
1836;491556;72466
1837;494159;72867
1838;491909;73032
1839;469500;115218
1840;468934;116846
1841;445907;98004
1842;442899;98573
1843;447742;98241
1844;433803;87662
1845;434982;86634
1846;486013;105463
1847;484258;106913
1848;463710;90735
1849;464936;88409
1850;462291;86579
1851;462624;88658
1852;465389;89925
1853;461603;91976
1854;467250;89879
1855;465897;88887
1856;471012;108860
1857;472965;108165
1858;471777;108986
1859;478752;118511
1860;495094;112381
1861;495134;111113
1862;494212;112774
1863;478070;100959
1864;475304;97299
1865;525505;116405
1866;436876;112813
1867;437484;114071
1868;439038;114994
1869;488355;95434
1870;520644;108834
1871;427346;144274
1872;566666;162467
1873;431257;143186
1874;461797;139163
1875;463267;140539
1876;438306;130463
1877;470215;119986
1878;470204;120209
1879;469963;120324
1880;469034;119406
1881;472184;125104
1882;469935;116358
1883;470455;120123
1884;470348;120287
1885;461268;100600
1886;492499;49649
1887;490223;57941
1888;491780;52163
1889;490995;55716
1890;489589;55975
1891;491426;57128
1892;489773;54218
1893;525491;116358
1894;484817;47872
1895;461823;129245
1896;450781;125437
1897;490592;113785
1898;487401;113817
1899;492159;112037
1900;489550;113661
1901;489201;111993
1902;465481;116904
1903;465498;116036
1904;466711;117387
1905;476244;84868
1906;479640;83124
1907;477044;83132
1908;502608;50818
1909;422064;129559
1910;533114;77970
1911;533799;77759
1912;531419;75722
1913;529906;75842
1914;534981;76514
1915;535304;77001
1916;500465;161918
1917;533015;75817
1918;445205;133321
1919;444765;135196
1920;450686;121560
1921;451299;123871
1922;450985;122091
1923;451576;120496
1924;451846;122713
1925;450010;121099
1926;449869;119169
1927;449059;119768
1928;452682;119058
1929;451847;119508
1930;449627;120990
1931;446649;122323
1932;407050;149601
1933;404729;150695
1934;410553;149607
1935;410681;147716
1936;480853;113754
1937;483852;106338
1938;481124;104955
1939;446394;133085
1940;446364;131185
1941;447955;132201
1942;449049;133097
1943;483086;81929
1944;481431;86496
1945;485395;80927
1946;483624;77902
1947;486317;83289
1948;438891;127645
1949;439222;127686
1950;537901;91676
1951;537896;90924
1952;537339;90798
1953;535436;92237
1954;537941;91307
1955;508117;162767
1956;435800;135642
1957;537211;88515
1958;533544;90145
1959;532290;86781
1960;533485;88291
1961;535849;86018
1962;535255;84413
1963;537589;84211
1964;537981;85885
1965;541885;85282
1966;429767;111864
1967;443149;134738
1968;472810;94451
1969;402857;120213
1970;487182;101344
1971;489000;102248
1972;486229;103297
1973;462352;100350
1974;550349;157528
1975;466111;103684
1976;462826;101298
1977;462850;100653
1978;462147;100969
1979;459925;101350
1980;461850;100771
1981;462318;102588
1982;464331;106642
1983;466393;106163
1984;459547;104373
1985;462620;105663
1986;462941;104715
1987;464191;101223
1988;459730;102833
1989;520750;108968
1990;468177;101205
1991;468260;103251
1992;470528;101054
1993;463631;99368
1994;465456;97290
1995;401379;45808
1996;464408;104146
1997;459113;106037
1998;457051;107422
1999;457312;104488
2000;461252;102237
2001;464946;100889
2002;466789;99284
2003;461842;99977
2004;461847;100204
2005;459974;99857
2006;459088;99612
2007;442250;130361
2008;449009;136094
2009;468334;61933
2010;468375;61879
2011;466786;63609
2012;438433;102296
2013;454480;115947
2014;453725;117706
2015;454927;114336
2016;454150;117053
2017;470695;121239
2018;470327;122245
2019;470309;123544
2020;461919;102452
2021;467055;113355
2022;466347;110183
2023;466166;111370
2024;525125;56227
2025;526704;56487
2026;526692;56471
2027;526684;56451
2028;524766;56193
2029;529537;57987
2030;529498;55802
2031;529366;59217
2032;526508;58905
2033;524455;58801
2034;522980;58317
2035;522172;58446
2036;527413;56093
2037;529219;55969
2038;506003;89594
2039;502538;89241
2040;507389;86894
2041;506742;79463
2042;508650;81477
2043;503858;76961
2044;505594;78178
2045;511487;80372
2046;509808;81270
2047;512527;79011
2048;507570;77596
2049;506756;78075
2050;507113;79100
2051;511663;88694
2052;511863;89349
2053;510120;88650
2054;510061;88975
2055;510847;89734
2056;514199;88792
2057;512994;87562
2058;511367;91373
2059;510352;86894
2060;484764;111744
2061;481898;109377
2062;480601;106996
2063;478320;107229
2064;475313;108835
2065;479721;112028
2066;479788;109519
2067;470585;127220
2068;439584;133885
2069;441260;131911
2070;491652;119115
2071;491672;119123
2072;495003;49118
2073;447536;125567
2074;447301;126938
2075;448032;123925
2076;504016;46025
2077;503900;44055
2078;471514;120956
2079;425141;105995
2080;513661;73272
2081;516118;74750
2082;518364;73701
2083;518086;72277
2084;514337;71956
2085;513192;72172
2086;512943;68145
2087;509905;65822
2088;512429;67176
2089;513523;70825
2090;525351;116329
2091;476838;42715
2092;479458;43115
2093;481948;40904
2094;476994;48099
2095;477959;44565
2096;477124;46974
2097;484071;39885
2098;442789;127342
2099;440833;127571
2100;485691;111548
2101;509049;53184
2102;508417;53944
2103;510587;54172
2104;461392;100772
2105;461525;100534
2106;461376;100735
2107;442542;77179
2108;442196;76460
2109;440869;77303
2110;439210;81334
2111;442379;80106
2112;442462;77773
2113;443560;79763
2114;444522;129091
2115;444720;129351
2116;516083;65596
2117;514690;66874
2118;516484;65892
2119;440145;96006
2120;442886;96237
2121;521679;51678
2122;523032;47084
2123;522077;49359
2124;522162;51600
2125;518968;53293
2126;447239;102588
2127;446367;101294
2128;449753;102304
2129;445714;99311
2130;447757;102403
2131;445308;102027
2132;446484;106557
2133;448148;104083
2134;445197;100815
2135;446122;103209
2136;477354;93177
2137;478763;93765
2138;475125;94052
2139;477321;94820
2140;504814;64307
2141;504751;64958
2142;505851;63769
2143;507095;61765
2144;437290;108556
2145;435767;108675
2146;439749;107490
2147;436910;110398
2148;438591;111091
2149;440207;109876
2150;434971;112482
2151;489146;66158
2152;488810;67375
2153;486503;66887
2154;487900;64942
2155;497351;102815
2156;494317;101971
2157;495122;104206
2158;496687;105464
2159;498332;104264
2160;497814;101894
2161;509822;74385
2162;507095;72714
2163;509816;72211
2164;511128;76873
2165;511860;76068
2166;455850;128741
2167;453605;131583
2168;453848;127870
2169;458042;127999
2170;457341;130252
2171;452967;125204
2172;453267;124301
2173;527344;36243
2174;523958;35463
2175;528630;37555
2176;522621;113940
2177;455172;90123
2178;456706;92356
2179;454993;90866
2180;454478;90359
2181;453447;90704
2182;455593;91867
2183;457508;90310
2184;454746;110142
2185;453417;107553
2186;455032;107397
2187;453737;106967
2188;455173;109542
2189;479524;97896
2190;480189;96291
2191;493486;93161
2192;492519;93692
2193;494728;91879
2194;514521;102663
2195;514244;99265
2196;512945;103822
2197;511932;100882
2198;507410;108592
2199;517363;99483
2200;512098;102236
2201;470719;114554
2202;527631;60477
2203;525710;61255
2204;527446;62248
2205;436990;133273
2206;435497;132740
2207;530005;87242
2208;529642;84648
2209;528419;88800
2210;528442;88011
2211;529103;86959
2212;530262;87145
2213;446697;74695
2214;456923;83082
2215;401981;151095
2216;401711;151070
2217;401561;145523
2218;451382;112681
2219;450330;113695
2220;479194;66003
2221;480200;64863
2222;480640;64094
2223;480488;69477
2224;479871;65785
2225;476682;66170
2226;476548;67608
2227;478661;62559
2228;476523;67598
2229;432977;134379
2230;466939;78591
2231;467418;76519
2232;462472;79881
2233;468577;78665
2234;471899;115596
2235;436690;93870
2236;438506;92112
2237;437063;95388
2238;492042;105020
2239;476012;121420
2240;491780;83539
2241;492317;82880
2242;493242;81689
2243;439020;120288
2244;442102;117472
2245;437479;121516
2246;439802;125982
2247;437962;118779
2248;442049;115982
2249;431978;120786
2250;441795;121571
2251;514513;56435
2252;517054;60759
2253;513156;55885
2254;513186;55162
2255;519220;58569
2256;516752;58819
2257;520378;56963
2258;514406;54194
2259;511471;55926
2260;511553;59413
2261;515208;56555
2262;517078;58498
2263;514571;55922
2264;514391;57509
2265;513453;34147
2266;513101;33701
2267;512686;32225
2268;511183;33663
2269;456390;113313
2270;458079;115448
2271;454820;115772
2272;457096;110051
2273;456097;110988
2274;456387;114380
2275;455397;113145
2276;472178;68557
2277;474863;68864
2278;469773;68724
2279;472480;68676
2280;451763;111052
2281;451529;111866
2282;453357;111561
2283;453691;112787
2284;448934;109983
2285;451387;107908
2286;425524;119559
2287;426968;120593
2288;469699;98777
2289;507082;162323
2290;470644;96622
2291;516697;101657
2292;469437;99153
2293;502224;70774
2294;501168;41937
2295;501695;39013
2296;417507;128773
2297;420216;128482
2298;415433;127894
2299;412861;126669
2300;484656;60877
2301;487131;59606
2302;488842;57485
2303;489992;60812
2304;487143;58120
2305;446352;114490
2306;448142;115741
2307;446378;116495
2308;444595;118933
2309;429140;106894
2310;494121;64552
2311;507857;162535
2312;492507;65327
2313;491747;62569
2314;494578;60183
2315;495371;62443
2316;506409;38643
2317;504726;39969
2318;507550;35892
2319;461948;58478
2320;457172;63214
2321;459131;68521
2322;458235;66531
2323;456285;64526
2324;461505;63969
2325;459468;60381
2326;453338;64591
2327;459146;64769
2328;459482;65120
2329;451881;65829
2330;458576;63143
2331;457709;66024
2332;464490;60067
2333;462948;61139
2334;459618;61938
2335;456563;63411
2336;458734;60576
2337;460345;62136
2338;460915;59347
2339;454472;64974
2340;461698;62301
2341;485258;90316
2342;485260;92865
2343;484611;86448
2344;483288;87963
2345;486344;94052
2346;516610;69515
2347;515765;70372
2348;519723;68587
2349;519392;71113
2350;516667;71080
2351;518428;70172
2352;521265;69128
2353;519376;69826
2354;516409;68904
2355;518409;66663
2356;467090;125460
2357;468772;131618
2358;469782;123878
2359;482902;70904
2360;482457;74930
2361;527344;91786
2362;523188;91807
2363;527840;90476
2364;521762;60426
2365;522844;59755
2366;521395;60366
2367;518910;62882
2368;492241;109347
2369;494052;108590
2370;493261;106596
2371;475810;106069
2372;474873;107961
2373;476491;105703
2374;452167;106017
